"lhs" "" "rhs" "support" "confidence" "lift"
"[264]" "{어디,최대}" "=>" "{저녁}" 0.354838709677419 0.846153846153846 1.04923076923077
"[265]" "{인하대,최대}" "=>" "{어디}" 0.419354838709677 0.866666666666667 0.95952380952381
"[266]" "{어디,최대}" "=>" "{인하대}" 0.419354838709677 1 1.14814814814815
"[267]" "{어디,인하대}" "=>" "{최대}" 0.419354838709677 0.52 1.07466666666667
"[268]" "{주간,학술}" "=>" "{정석}" 0.225806451612903 0.7 1.20555555555556
"[269]" "{정석,주간}" "=>" "{학술}" 0.225806451612903 0.777777777777778 1.41830065359477
"[270]" "{정석,학술}" "=>" "{주간}" 0.225806451612903 0.636363636363636 1.16042780748663
"[271]" "{주간,학술}" "=>" "{필요}" 0.258064516129032 0.8 1.12727272727273
"[272]" "{주간,필요}" "=>" "{학술}" 0.258064516129032 0.727272727272727 1.32620320855615
"[273]" "{필요,학술}" "=>" "{주간}" 0.258064516129032 0.615384615384615 1.12217194570136
"[274]" "{주간,학술}" "=>" "{문의}" 0.32258064516129 1 1.29166666666667
"[275]" "{문의,주간}" "=>" "{학술}" 0.32258064516129 0.666666666666667 1.2156862745098
"[276]" "{문의,학술}" "=>" "{주간}" 0.32258064516129 0.666666666666667 1.2156862745098
"[277]" "{주간,학술}" "=>" "{저녁}" 0.258064516129032 0.8 0.992
"[278]" "{저녁,주간}" "=>" "{학술}" 0.258064516129032 0.533333333333333 0.972549019607843
"[279]" "{저녁,학술}" "=>" "{주간}" 0.258064516129032 0.571428571428571 1.04201680672269
"[280]" "{주간,학술}" "=>" "{인하대}" 0.290322580645161 0.9 1.03333333333333
"[281]" "{인하대,주간}" "=>" "{학술}" 0.290322580645161 0.6 1.09411764705882
"[282]" "{인하대,학술}" "=>" "{주간}" 0.290322580645161 0.5625 1.02573529411765
"[283]" "{주간,학술}" "=>" "{어디}" 0.32258064516129 1 1.10714285714286
"[284]" "{어디,주간}" "=>" "{학술}" 0.32258064516129 0.625 1.13970588235294
"[285]" "{어디,학술}" "=>" "{주간}" 0.32258064516129 0.588235294117647 1.07266435986159
"[286]" "{정석,주간}" "=>" "{필요}" 0.290322580645161 1 1.40909090909091
"[287]" "{주간,필요}" "=>" "{정석}" 0.290322580645161 0.818181818181818 1.40909090909091
"[288]" "{정석,필요}" "=>" "{주간}" 0.290322580645161 0.5 0.911764705882353
"[289]" "{정석,주간}" "=>" "{문의}" 0.258064516129032 0.888888888888889 1.14814814814815
"[290]" "{문의,주간}" "=>" "{정석}" 0.258064516129032 0.533333333333333 0.918518518518518
"[291]" "{문의,정석}" "=>" "{주간}" 0.258064516129032 0.615384615384615 1.12217194570136
"[292]" "{정석,주간}" "=>" "{저녁}" 0.258064516129032 0.888888888888889 1.10222222222222
"[293]" "{저녁,주간}" "=>" "{정석}" 0.258064516129032 0.533333333333333 0.918518518518518
"[294]" "{저녁,정석}" "=>" "{주간}" 0.258064516129032 0.5 0.911764705882353
"[295]" "{정석,주간}" "=>" "{인하대}" 0.290322580645161 1 1.14814814814815
"[296]" "{인하대,주간}" "=>" "{정석}" 0.290322580645161 0.6 1.03333333333333
"[297]" "{인하대,정석}" "=>" "{주간}" 0.290322580645161 0.529411764705882 0.965397923875432
