"lhs" "" "rhs" "support" "confidence" "lift"
"[646]" "{서울,오늘,참고}" "=>" "{금요일}" 0.193548387096774 0.75 1.453125
"[647]" "{금요일,서울,참고}" "=>" "{신청}" 0.193548387096774 1 1.06896551724138
"[648]" "{서울,신청,참고}" "=>" "{금요일}" 0.193548387096774 0.75 1.453125
"[649]" "{금요일,서울,소요}" "=>" "{기간}" 0.129032258064516 0.8 1.12727272727273
"[650]" "{금요일,기간,서울}" "=>" "{소요}" 0.129032258064516 0.8 1.24
"[651]" "{금요일,서울,소요}" "=>" "{오늘}" 0.161290322580645 1 1.14814814814815
"[652]" "{금요일,서울,소요}" "=>" "{신청}" 0.161290322580645 1 1.06896551724138
"[653]" "{금요일,도움,서울}" "=>" "{오늘}" 0.193548387096774 1 1.14814814814815
"[654]" "{도움,서울,오늘}" "=>" "{금요일}" 0.193548387096774 0.75 1.453125
"[655]" "{금요일,도움,서울}" "=>" "{신청}" 0.193548387096774 1 1.06896551724138
"[656]" "{도움,서울,신청}" "=>" "{금요일}" 0.193548387096774 0.75 1.453125
"[657]" "{금요일,기간,서울}" "=>" "{오늘}" 0.161290322580645 1 1.14814814814815
"[658]" "{금요일,기간,서울}" "=>" "{신청}" 0.161290322580645 1 1.06896551724138
"[659]" "{금요일,서울,오늘}" "=>" "{신청}" 0.290322580645161 1 1.06896551724138
"[660]" "{금요일,서울,신청}" "=>" "{오늘}" 0.290322580645161 1 1.14814814814815
"[661]" "{서울,소요,참고}" "=>" "{기간}" 0.193548387096774 1 1.40909090909091
"[662]" "{기간,서울,참고}" "=>" "{소요}" 0.193548387096774 0.857142857142857 1.32857142857143
"[663]" "{기간,서울,소요}" "=>" "{참고}" 0.193548387096774 0.857142857142857 1.3984962406015
"[664]" "{서울,소요,참고}" "=>" "{오늘}" 0.193548387096774 1 1.14814814814815
"[665]" "{서울,오늘,참고}" "=>" "{소요}" 0.193548387096774 0.75 1.1625
"[666]" "{서울,소요,오늘}" "=>" "{참고}" 0.193548387096774 0.75 1.22368421052632
"[667]" "{서울,소요,참고}" "=>" "{신청}" 0.193548387096774 1 1.06896551724138
"[668]" "{서울,신청,참고}" "=>" "{소요}" 0.193548387096774 0.75 1.1625
"[669]" "{서울,소요,신청}" "=>" "{참고}" 0.193548387096774 0.75 1.22368421052632
"[670]" "{도움,서울,참고}" "=>" "{오늘}" 0.129032258064516 1 1.14814814814815
"[671]" "{도움,서울,참고}" "=>" "{신청}" 0.129032258064516 1 1.06896551724138
"[672]" "{기간,서울,참고}" "=>" "{오늘}" 0.225806451612903 1 1.14814814814815
"[673]" "{서울,오늘,참고}" "=>" "{기간}" 0.225806451612903 0.875 1.23295454545455
"[674]" "{기간,서울,오늘}" "=>" "{참고}" 0.225806451612903 0.875 1.42763157894737
"[675]" "{기간,서울,참고}" "=>" "{신청}" 0.225806451612903 1 1.06896551724138
"[676]" "{서울,신청,참고}" "=>" "{기간}" 0.225806451612903 0.875 1.23295454545455
"[677]" "{기간,서울,신청}" "=>" "{참고}" 0.225806451612903 0.875 1.42763157894737
"[678]" "{서울,오늘,참고}" "=>" "{신청}" 0.258064516129032 1 1.06896551724138
"[679]" "{서울,신청,참고}" "=>" "{오늘}" 0.258064516129032 1 1.14814814814815
"[680]" "{도움,서울,소요}" "=>" "{오늘}" 0.129032258064516 1 1.14814814814815
"[681]" "{도움,서울,소요}" "=>" "{신청}" 0.129032258064516 1 1.06896551724138
"[682]" "{기간,서울,소요}" "=>" "{오늘}" 0.225806451612903 1 1.14814814814815
"[683]" "{서울,소요,오늘}" "=>" "{기간}" 0.225806451612903 0.875 1.23295454545455
"[684]" "{기간,서울,오늘}" "=>" "{소요}" 0.225806451612903 0.875 1.35625
"[685]" "{기간,서울,소요}" "=>" "{신청}" 0.225806451612903 1 1.06896551724138
"[686]" "{서울,소요,신청}" "=>" "{기간}" 0.225806451612903 0.875 1.23295454545455
"[687]" "{기간,서울,신청}" "=>" "{소요}" 0.225806451612903 0.875 1.35625
"[688]" "{서울,소요,오늘}" "=>" "{신청}" 0.258064516129032 1 1.06896551724138
"[689]" "{서울,소요,신청}" "=>" "{오늘}" 0.258064516129032 1 1.14814814814815
"[690]" "{기간,도움,서울}" "=>" "{오늘}" 0.129032258064516 1 1.14814814814815
"[691]" "{기간,도움,서울}" "=>" "{신청}" 0.129032258064516 1 1.06896551724138
"[692]" "{도움,서울,오늘}" "=>" "{신청}" 0.258064516129032 1 1.06896551724138
"[693]" "{도움,서울,신청}" "=>" "{오늘}" 0.258064516129032 1 1.14814814814815
"[694]" "{기간,서울,오늘}" "=>" "{신청}" 0.258064516129032 1 1.06896551724138
"[695]" "{기간,서울,신청}" "=>" "{오늘}" 0.258064516129032 1 1.14814814814815
"[696]" "{기간,기본,지역}" "=>" "{신청}" 0.129032258064516 1 1.06896551724138
"[697]" "{기본,신청,지역}" "=>" "{기간}" 0.129032258064516 0.8 1.12727272727273
"[698]" "{기본,오늘,지역}" "=>" "{신청}" 0.129032258064516 1 1.06896551724138
"[699]" "{기본,신청,지역}" "=>" "{오늘}" 0.129032258064516 0.8 0.918518518518519
"[700]" "{안전,지역,지하}" "=>" "{참고}" 0.161290322580645 1 1.63157894736842
"[701]" "{안전,지역,참고}" "=>" "{지하}" 0.161290322580645 0.833333333333333 1.61458333333333
"[702]" "{지역,지하,참고}" "=>" "{안전}" 0.161290322580645 0.833333333333333 1.72222222222222
"[703]" "{안전,지하,참고}" "=>" "{지역}" 0.161290322580645 0.833333333333333 1.8452380952381
"[704]" "{안전,지역,지하}" "=>" "{기간}" 0.161290322580645 1 1.40909090909091
"[705]" "{기간,안전,지역}" "=>" "{지하}" 0.161290322580645 0.714285714285714 1.38392857142857
"[706]" "{기간,지역,지하}" "=>" "{안전}" 0.161290322580645 0.714285714285714 1.47619047619048
"[707]" "{기간,안전,지하}" "=>" "{지역}" 0.161290322580645 0.833333333333333 1.8452380952381
"[708]" "{안전,지역,지하}" "=>" "{오늘}" 0.161290322580645 1 1.14814814814815
"[709]" "{안전,오늘,지역}" "=>" "{지하}" 0.161290322580645 0.714285714285714 1.38392857142857
"[710]" "{오늘,지역,지하}" "=>" "{안전}" 0.161290322580645 0.833333333333333 1.72222222222222
"[711]" "{안전,지역,지하}" "=>" "{신청}" 0.161290322580645 1 1.06896551724138
"[712]" "{신청,안전,지역}" "=>" "{지하}" 0.161290322580645 0.714285714285714 1.38392857142857
"[713]" "{신청,지역,지하}" "=>" "{안전}" 0.161290322580645 0.714285714285714 1.47619047619048
"[714]" "{금요일,안전,지역}" "=>" "{참고}" 0.129032258064516 1 1.63157894736842
"[715]" "{금요일,안전,참고}" "=>" "{지역}" 0.129032258064516 0.8 1.77142857142857
"[716]" "{금요일,안전,지역}" "=>" "{기간}" 0.129032258064516 1 1.40909090909091
"[717]" "{금요일,기간,안전}" "=>" "{지역}" 0.129032258064516 0.8 1.77142857142857
"[718]" "{금요일,안전,지역}" "=>" "{오늘}" 0.129032258064516 1 1.14814814814815
"[719]" "{금요일,안전,지역}" "=>" "{신청}" 0.129032258064516 1 1.06896551724138
"[720]" "{소요,안전,지역}" "=>" "{참고}" 0.129032258064516 0.8 1.30526315789474
"[721]" "{안전,지역,참고}" "=>" "{기간}" 0.193548387096774 1 1.40909090909091
"[722]" "{기간,안전,지역}" "=>" "{참고}" 0.193548387096774 0.857142857142857 1.3984962406015
"[723]" "{안전,지역,참고}" "=>" "{오늘}" 0.193548387096774 1 1.14814814814815
"[724]" "{안전,오늘,지역}" "=>" "{참고}" 0.193548387096774 0.857142857142857 1.3984962406015
"[725]" "{안전,지역,참고}" "=>" "{신청}" 0.193548387096774 1 1.06896551724138
"[726]" "{신청,안전,지역}" "=>" "{참고}" 0.193548387096774 0.857142857142857 1.3984962406015
"[727]" "{소요,안전,지역}" "=>" "{기간}" 0.161290322580645 1 1.40909090909091
"[728]" "{기간,안전,지역}" "=>" "{소요}" 0.161290322580645 0.714285714285714 1.10714285714286
"[729]" "{소요,안전,지역}" "=>" "{오늘}" 0.161290322580645 1 1.14814814814815
"[730]" "{안전,오늘,지역}" "=>" "{소요}" 0.161290322580645 0.714285714285714 1.10714285714286
"[731]" "{소요,안전,지역}" "=>" "{신청}" 0.161290322580645 1 1.06896551724138
"[732]" "{신청,안전,지역}" "=>" "{소요}" 0.161290322580645 0.714285714285714 1.10714285714286
"[733]" "{도움,안전,지역}" "=>" "{기간}" 0.129032258064516 1 1.40909090909091
"[734]" "{도움,안전,지역}" "=>" "{오늘}" 0.129032258064516 1 1.14814814814815
"[735]" "{도움,오늘,지역}" "=>" "{안전}" 0.129032258064516 0.8 1.65333333333333
"[736]" "{도움,안전,지역}" "=>" "{신청}" 0.129032258064516 1 1.06896551724138
"[737]" "{기간,안전,지역}" "=>" "{오늘}" 0.225806451612903 1 1.14814814814815
"[738]" "{안전,오늘,지역}" "=>" "{기간}" 0.225806451612903 1 1.40909090909091
"[739]" "{기간,안전,지역}" "=>" "{신청}" 0.225806451612903 1 1.06896551724138
"[740]" "{신청,안전,지역}" "=>" "{기간}" 0.225806451612903 1 1.40909090909091
"[741]" "{안전,오늘,지역}" "=>" "{신청}" 0.225806451612903 1 1.06896551724138
"[742]" "{신청,안전,지역}" "=>" "{오늘}" 0.225806451612903 1 1.14814814814815
"[743]" "{금요일,지역,지하}" "=>" "{참고}" 0.129032258064516 1 1.63157894736842
"[744]" "{금요일,지역,지하}" "=>" "{기간}" 0.129032258064516 1 1.40909090909091
"[745]" "{금요일,지역,지하}" "=>" "{오늘}" 0.129032258064516 1 1.14814814814815
"[746]" "{금요일,지역,지하}" "=>" "{신청}" 0.129032258064516 1 1.06896551724138
"[747]" "{지역,지하,참고}" "=>" "{기간}" 0.193548387096774 1 1.40909090909091
"[748]" "{기간,지역,지하}" "=>" "{참고}" 0.193548387096774 0.857142857142857 1.3984962406015
"[749]" "{지역,지하,참고}" "=>" "{오늘}" 0.193548387096774 1 1.14814814814815
"[750]" "{오늘,지역,지하}" "=>" "{참고}" 0.193548387096774 1 1.63157894736842
"[751]" "{지역,지하,참고}" "=>" "{신청}" 0.193548387096774 1 1.06896551724138
"[752]" "{신청,지역,지하}" "=>" "{참고}" 0.193548387096774 0.857142857142857 1.3984962406015
"[753]" "{도움,지역,지하}" "=>" "{기간}" 0.129032258064516 1 1.40909090909091
"[754]" "{도움,지역,지하}" "=>" "{신청}" 0.129032258064516 1 1.06896551724138
"[755]" "{기간,지역,지하}" "=>" "{오늘}" 0.193548387096774 0.857142857142857 0.984126984126984
"[756]" "{오늘,지역,지하}" "=>" "{기간}" 0.193548387096774 1 1.40909090909091
"[757]" "{기간,지역,지하}" "=>" "{신청}" 0.225806451612903 1 1.06896551724138
"[758]" "{신청,지역,지하}" "=>" "{기간}" 0.225806451612903 1 1.40909090909091
"[759]" "{오늘,지역,지하}" "=>" "{신청}" 0.193548387096774 1 1.06896551724138
"[760]" "{신청,지역,지하}" "=>" "{오늘}" 0.193548387096774 0.857142857142857 0.984126984126984
"[761]" "{금요일,지역,참고}" "=>" "{기간}" 0.193548387096774 1 1.40909090909091
"[762]" "{금요일,기간,지역}" "=>" "{참고}" 0.193548387096774 1 1.63157894736842
"[763]" "{금요일,지역,참고}" "=>" "{오늘}" 0.193548387096774 1 1.14814814814815
"[764]" "{금요일,오늘,지역}" "=>" "{참고}" 0.193548387096774 0.857142857142857 1.3984962406015
"[765]" "{금요일,지역,참고}" "=>" "{신청}" 0.193548387096774 1 1.06896551724138
"[766]" "{금요일,신청,지역}" "=>" "{참고}" 0.193548387096774 0.857142857142857 1.3984962406015
"[767]" "{금요일,소요,지역}" "=>" "{오늘}" 0.129032258064516 1 1.14814814814815
"[768]" "{금요일,소요,지역}" "=>" "{신청}" 0.129032258064516 1 1.06896551724138
"[769]" "{금요일,기간,지역}" "=>" "{오늘}" 0.193548387096774 1 1.14814814814815
"[770]" "{금요일,오늘,지역}" "=>" "{기간}" 0.193548387096774 0.857142857142857 1.20779220779221
"[771]" "{금요일,기간,지역}" "=>" "{신청}" 0.193548387096774 1 1.06896551724138
"[772]" "{금요일,신청,지역}" "=>" "{기간}" 0.193548387096774 0.857142857142857 1.20779220779221
"[773]" "{금요일,오늘,지역}" "=>" "{신청}" 0.225806451612903 1 1.06896551724138
"[774]" "{금요일,신청,지역}" "=>" "{오늘}" 0.225806451612903 1 1.14814814814815
"[775]" "{소요,지역,참고}" "=>" "{기간}" 0.258064516129032 1 1.40909090909091
"[776]" "{기간,지역,참고}" "=>" "{소요}" 0.258064516129032 0.727272727272727 1.12727272727273
"[777]" "{기간,소요,지역}" "=>" "{참고}" 0.258064516129032 0.888888888888889 1.45029239766082
"[778]" "{소요,지역,참고}" "=>" "{오늘}" 0.225806451612903 0.875 1.00462962962963
"[779]" "{오늘,지역,참고}" "=>" "{소요}" 0.225806451612903 0.7 1.085
"[780]" "{소요,오늘,지역}" "=>" "{참고}" 0.225806451612903 0.777777777777778 1.26900584795322
"[781]" "{소요,지역,참고}" "=>" "{신청}" 0.258064516129032 1 1.06896551724138
"[782]" "{신청,지역,참고}" "=>" "{소요}" 0.258064516129032 0.727272727272727 1.12727272727273
"[783]" "{소요,신청,지역}" "=>" "{참고}" 0.258064516129032 0.8 1.30526315789474
"[784]" "{도움,지역,참고}" "=>" "{기간}" 0.161290322580645 1 1.40909090909091
"[785]" "{기간,도움,지역}" "=>" "{참고}" 0.161290322580645 0.714285714285714 1.16541353383459
"[786]" "{도움,지역,참고}" "=>" "{오늘}" 0.129032258064516 0.8 0.918518518518519
"[787]" "{도움,오늘,지역}" "=>" "{참고}" 0.129032258064516 0.8 1.30526315789474
"[788]" "{도움,지역,참고}" "=>" "{신청}" 0.161290322580645 1 1.06896551724138
"[789]" "{도움,신청,지역}" "=>" "{참고}" 0.161290322580645 0.714285714285714 1.16541353383459
"[790]" "{기간,지역,참고}" "=>" "{오늘}" 0.32258064516129 0.909090909090909 1.04377104377104
"[791]" "{오늘,지역,참고}" "=>" "{기간}" 0.32258064516129 1 1.40909090909091
"[792]" "{기간,오늘,지역}" "=>" "{참고}" 0.32258064516129 0.909090909090909 1.48325358851675
"[793]" "{기간,지역,참고}" "=>" "{신청}" 0.354838709677419 1 1.06896551724138
"[794]" "{신청,지역,참고}" "=>" "{기간}" 0.354838709677419 1 1.40909090909091
"[795]" "{기간,신청,지역}" "=>" "{참고}" 0.354838709677419 0.846153846153846 1.38056680161943
"[796]" "{오늘,지역,참고}" "=>" "{신청}" 0.32258064516129 1 1.06896551724138
"[797]" "{신청,지역,참고}" "=>" "{오늘}" 0.32258064516129 0.909090909090909 1.04377104377104
"[798]" "{신청,오늘,지역}" "=>" "{참고}" 0.32258064516129 0.833333333333333 1.35964912280702
"[799]" "{도움,소요,지역}" "=>" "{기간}" 0.129032258064516 1 1.40909090909091
"[800]" "{도움,소요,지역}" "=>" "{신청}" 0.129032258064516 1 1.06896551724138
"[801]" "{기간,소요,지역}" "=>" "{오늘}" 0.258064516129032 0.888888888888889 1.02057613168724
"[802]" "{소요,오늘,지역}" "=>" "{기간}" 0.258064516129032 0.888888888888889 1.25252525252525
"[803]" "{기간,오늘,지역}" "=>" "{소요}" 0.258064516129032 0.727272727272727 1.12727272727273
"[804]" "{기간,소요,지역}" "=>" "{신청}" 0.290322580645161 1 1.06896551724138
"[805]" "{소요,신청,지역}" "=>" "{기간}" 0.290322580645161 0.9 1.26818181818182
"[806]" "{소요,오늘,지역}" "=>" "{신청}" 0.290322580645161 1 1.06896551724138
"[807]" "{소요,신청,지역}" "=>" "{오늘}" 0.290322580645161 0.9 1.03333333333333
"[808]" "{신청,오늘,지역}" "=>" "{소요}" 0.290322580645161 0.75 1.1625
"[809]" "{기간,도움,지역}" "=>" "{오늘}" 0.161290322580645 0.714285714285714 0.82010582010582
"[810]" "{도움,오늘,지역}" "=>" "{기간}" 0.161290322580645 1 1.40909090909091
"[811]" "{기간,도움,지역}" "=>" "{신청}" 0.225806451612903 1 1.06896551724138
"[812]" "{도움,신청,지역}" "=>" "{기간}" 0.225806451612903 1 1.40909090909091
"[813]" "{도움,오늘,지역}" "=>" "{신청}" 0.161290322580645 1 1.06896551724138
"[814]" "{도움,신청,지역}" "=>" "{오늘}" 0.161290322580645 0.714285714285714 0.82010582010582
"[815]" "{기간,오늘,지역}" "=>" "{신청}" 0.354838709677419 1 1.06896551724138
"[816]" "{기간,신청,지역}" "=>" "{오늘}" 0.354838709677419 0.846153846153846 0.971509971509971
"[817]" "{신청,오늘,지역}" "=>" "{기간}" 0.354838709677419 0.916666666666667 1.29166666666667
"[818]" "{금요일,기본,안전}" "=>" "{도움}" 0.129032258064516 1 1.47619047619048
"[819]" "{기본,도움,안전}" "=>" "{금요일}" 0.129032258064516 0.8 1.55
"[820]" "{금요일,기본,도움}" "=>" "{안전}" 0.129032258064516 0.8 1.65333333333333
"[821]" "{금요일,기본,안전}" "=>" "{오늘}" 0.129032258064516 1 1.14814814814815
"[822]" "{금요일,기본,안전}" "=>" "{신청}" 0.129032258064516 1 1.06896551724138
"[823]" "{기본,소요,안전}" "=>" "{도움}" 0.129032258064516 0.8 1.18095238095238
"[824]" "{기본,도움,안전}" "=>" "{소요}" 0.129032258064516 0.8 1.24
"[825]" "{기본,소요,안전}" "=>" "{오늘}" 0.161290322580645 1 1.14814814814815
"[826]" "{기본,안전,오늘}" "=>" "{소요}" 0.161290322580645 0.833333333333333 1.29166666666667
"[827]" "{기본,소요,안전}" "=>" "{신청}" 0.161290322580645 1 1.06896551724138
"[828]" "{기본,신청,안전}" "=>" "{소요}" 0.161290322580645 0.833333333333333 1.29166666666667
"[829]" "{기본,도움,안전}" "=>" "{오늘}" 0.161290322580645 1 1.14814814814815
"[830]" "{기본,안전,오늘}" "=>" "{도움}" 0.161290322580645 0.833333333333333 1.23015873015873
"[831]" "{기본,도움,오늘}" "=>" "{안전}" 0.161290322580645 0.714285714285714 1.47619047619048
"[832]" "{기본,도움,안전}" "=>" "{신청}" 0.161290322580645 1 1.06896551724138
"[833]" "{기본,신청,안전}" "=>" "{도움}" 0.161290322580645 0.833333333333333 1.23015873015873
"[834]" "{기본,안전,오늘}" "=>" "{신청}" 0.193548387096774 1 1.06896551724138
"[835]" "{기본,신청,안전}" "=>" "{오늘}" 0.193548387096774 1 1.14814814814815
"[836]" "{금요일,기본,지하}" "=>" "{오늘}" 0.161290322580645 1 1.14814814814815
"[837]" "{기본,오늘,지하}" "=>" "{금요일}" 0.161290322580645 0.714285714285714 1.38392857142857
"[838]" "{금요일,기본,지하}" "=>" "{신청}" 0.161290322580645 1 1.06896551724138
"[839]" "{기본,지하,참고}" "=>" "{기간}" 0.161290322580645 1 1.40909090909091
"[840]" "{기간,기본,지하}" "=>" "{참고}" 0.161290322580645 0.833333333333333 1.35964912280702
"[841]" "{기본,지하,참고}" "=>" "{오늘}" 0.161290322580645 1 1.14814814814815
"[842]" "{기본,오늘,지하}" "=>" "{참고}" 0.161290322580645 0.714285714285714 1.16541353383459
"[843]" "{기본,지하,참고}" "=>" "{신청}" 0.161290322580645 1 1.06896551724138
"[844]" "{기본,소요,지하}" "=>" "{오늘}" 0.129032258064516 1 1.14814814814815
"[845]" "{기본,소요,지하}" "=>" "{신청}" 0.129032258064516 1 1.06896551724138
"[846]" "{기본,도움,지하}" "=>" "{신청}" 0.129032258064516 1 1.06896551724138
"[847]" "{기간,기본,지하}" "=>" "{오늘}" 0.161290322580645 0.833333333333333 0.95679012345679
"[848]" "{기본,오늘,지하}" "=>" "{기간}" 0.161290322580645 0.714285714285714 1.00649350649351
"[849]" "{기간,기본,지하}" "=>" "{신청}" 0.193548387096774 1 1.06896551724138
"[850]" "{기본,신청,지하}" "=>" "{기간}" 0.193548387096774 0.75 1.05681818181818
"[851]" "{기본,오늘,지하}" "=>" "{신청}" 0.225806451612903 1 1.06896551724138
"[852]" "{기본,신청,지하}" "=>" "{오늘}" 0.225806451612903 0.875 1.00462962962963
"[853]" "{금요일,기본,참고}" "=>" "{기간}" 0.129032258064516 1 1.40909090909091
"[854]" "{금요일,기간,기본}" "=>" "{참고}" 0.129032258064516 1 1.63157894736842
"[855]" "{금요일,기본,참고}" "=>" "{오늘}" 0.129032258064516 1 1.14814814814815
"[856]" "{금요일,기본,참고}" "=>" "{신청}" 0.129032258064516 1 1.06896551724138
"[857]" "{금요일,기본,도움}" "=>" "{소요}" 0.129032258064516 0.8 1.24
"[858]" "{금요일,기본,소요}" "=>" "{오늘}" 0.193548387096774 1 1.14814814814815
"[859]" "{금요일,기본,소요}" "=>" "{신청}" 0.193548387096774 1 1.06896551724138
"[860]" "{금요일,기본,도움}" "=>" "{오늘}" 0.161290322580645 1 1.14814814814815
"[861]" "{기본,도움,오늘}" "=>" "{금요일}" 0.161290322580645 0.714285714285714 1.38392857142857
"[862]" "{금요일,기본,도움}" "=>" "{신청}" 0.161290322580645 1 1.06896551724138
"[863]" "{금요일,기간,기본}" "=>" "{오늘}" 0.129032258064516 1 1.14814814814815
"[864]" "{금요일,기간,기본}" "=>" "{신청}" 0.129032258064516 1 1.06896551724138
"[865]" "{금요일,기본,오늘}" "=>" "{신청}" 0.290322580645161 1 1.06896551724138
"[866]" "{금요일,기본,신청}" "=>" "{오늘}" 0.290322580645161 1 1.14814814814815
"[867]" "{기본,도움,참고}" "=>" "{소요}" 0.129032258064516 1 1.55
"[868]" "{기본,소요,참고}" "=>" "{기간}" 0.193548387096774 1 1.40909090909091
"[869]" "{기간,기본,참고}" "=>" "{소요}" 0.193548387096774 0.75 1.1625
"[870]" "{기간,기본,소요}" "=>" "{참고}" 0.193548387096774 1 1.63157894736842
"[871]" "{기본,소요,참고}" "=>" "{오늘}" 0.193548387096774 1 1.14814814814815
"[872]" "{기본,오늘,참고}" "=>" "{소요}" 0.193548387096774 0.75 1.1625
"[873]" "{기본,소요,참고}" "=>" "{신청}" 0.193548387096774 1 1.06896551724138
"[874]" "{기본,신청,참고}" "=>" "{소요}" 0.193548387096774 0.75 1.1625
"[875]" "{기본,도움,참고}" "=>" "{기간}" 0.129032258064516 1 1.40909090909091
"[876]" "{기간,기본,도움}" "=>" "{참고}" 0.129032258064516 0.8 1.30526315789474
"[877]" "{기본,도움,참고}" "=>" "{오늘}" 0.129032258064516 1 1.14814814814815
"[878]" "{기본,도움,참고}" "=>" "{신청}" 0.129032258064516 1 1.06896551724138
"[879]" "{기간,기본,참고}" "=>" "{오늘}" 0.258064516129032 1 1.14814814814815
"[880]" "{기본,오늘,참고}" "=>" "{기간}" 0.258064516129032 1 1.40909090909091
"[881]" "{기간,기본,오늘}" "=>" "{참고}" 0.258064516129032 1 1.63157894736842
"[882]" "{기간,기본,참고}" "=>" "{신청}" 0.258064516129032 1 1.06896551724138
"[883]" "{기본,신청,참고}" "=>" "{기간}" 0.258064516129032 1 1.40909090909091
"[884]" "{기간,기본,신청}" "=>" "{참고}" 0.258064516129032 0.888888888888889 1.45029239766082
"[885]" "{기본,오늘,참고}" "=>" "{신청}" 0.258064516129032 1 1.06896551724138
"[886]" "{기본,신청,참고}" "=>" "{오늘}" 0.258064516129032 1 1.14814814814815
"[887]" "{기간,기본,도움}" "=>" "{소요}" 0.129032258064516 0.8 1.24
"[888]" "{기본,도움,소요}" "=>" "{오늘}" 0.193548387096774 1 1.14814814814815
"[889]" "{기본,도움,오늘}" "=>" "{소요}" 0.193548387096774 0.857142857142857 1.32857142857143
"[890]" "{기본,도움,소요}" "=>" "{신청}" 0.193548387096774 1 1.06896551724138
"[891]" "{기본,도움,신청}" "=>" "{소요}" 0.193548387096774 0.75 1.1625
"[892]" "{기간,기본,소요}" "=>" "{오늘}" 0.193548387096774 1 1.14814814814815
"[893]" "{기간,기본,오늘}" "=>" "{소요}" 0.193548387096774 0.75 1.1625
"[894]" "{기간,기본,소요}" "=>" "{신청}" 0.193548387096774 1 1.06896551724138
"[895]" "{기본,소요,오늘}" "=>" "{신청}" 0.290322580645161 1 1.06896551724138
"[896]" "{기본,소요,신청}" "=>" "{오늘}" 0.290322580645161 1 1.14814814814815
"[897]" "{기간,기본,도움}" "=>" "{오늘}" 0.129032258064516 0.8 0.918518518518519
"[898]" "{기간,기본,도움}" "=>" "{신청}" 0.161290322580645 1 1.06896551724138
"[899]" "{기본,도움,오늘}" "=>" "{신청}" 0.225806451612903 1 1.06896551724138
"[900]" "{기본,도움,신청}" "=>" "{오늘}" 0.225806451612903 0.875 1.00462962962963
"[901]" "{기간,기본,오늘}" "=>" "{신청}" 0.258064516129032 1 1.06896551724138
"[902]" "{기간,기본,신청}" "=>" "{오늘}" 0.258064516129032 0.888888888888889 1.02057613168724
"[903]" "{금요일,안전,지하}" "=>" "{도움}" 0.161290322580645 1 1.47619047619048
"[904]" "{도움,안전,지하}" "=>" "{금요일}" 0.161290322580645 0.714285714285714 1.38392857142857
"[905]" "{금요일,도움,안전}" "=>" "{지하}" 0.161290322580645 0.714285714285714 1.38392857142857
"[906]" "{금요일,도움,지하}" "=>" "{안전}" 0.161290322580645 0.833333333333333 1.72222222222222
"[907]" "{금요일,안전,지하}" "=>" "{오늘}" 0.161290322580645 1 1.14814814814815
"[908]" "{금요일,안전,지하}" "=>" "{신청}" 0.161290322580645 1 1.06896551724138
"[909]" "{소요,안전,지하}" "=>" "{참고}" 0.129032258064516 0.8 1.30526315789474
"[910]" "{도움,지하,참고}" "=>" "{안전}" 0.129032258064516 0.8 1.65333333333333
"[911]" "{안전,지하,참고}" "=>" "{기간}" 0.193548387096774 1 1.40909090909091
"[912]" "{기간,안전,지하}" "=>" "{참고}" 0.193548387096774 1 1.63157894736842
"[913]" "{안전,지하,참고}" "=>" "{오늘}" 0.193548387096774 1 1.14814814814815
"[914]" "{안전,지하,참고}" "=>" "{신청}" 0.193548387096774 1 1.06896551724138
"[915]" "{소요,안전,지하}" "=>" "{기간}" 0.129032258064516 0.8 1.12727272727273
"[916]" "{소요,안전,지하}" "=>" "{오늘}" 0.161290322580645 1 1.14814814814815
"[917]" "{소요,오늘,지하}" "=>" "{안전}" 0.161290322580645 0.714285714285714 1.47619047619048
"[918]" "{소요,안전,지하}" "=>" "{신청}" 0.161290322580645 1 1.06896551724138
"[919]" "{소요,신청,지하}" "=>" "{안전}" 0.161290322580645 0.714285714285714 1.47619047619048
"[920]" "{도움,안전,지하}" "=>" "{오늘}" 0.225806451612903 1 1.14814814814815
"[921]" "{안전,오늘,지하}" "=>" "{도움}" 0.225806451612903 0.777777777777778 1.14814814814815
"[922]" "{도움,오늘,지하}" "=>" "{안전}" 0.225806451612903 0.875 1.80833333333333
"[923]" "{도움,안전,지하}" "=>" "{신청}" 0.225806451612903 1 1.06896551724138
"[924]" "{신청,안전,지하}" "=>" "{도움}" 0.225806451612903 0.777777777777778 1.14814814814815
"[925]" "{도움,신청,지하}" "=>" "{안전}" 0.225806451612903 0.777777777777778 1.60740740740741
"[926]" "{기간,안전,지하}" "=>" "{오늘}" 0.193548387096774 1 1.14814814814815
"[927]" "{기간,안전,지하}" "=>" "{신청}" 0.193548387096774 1 1.06896551724138
"[928]" "{안전,오늘,지하}" "=>" "{신청}" 0.290322580645161 1 1.06896551724138
"[929]" "{신청,안전,지하}" "=>" "{오늘}" 0.290322580645161 1 1.14814814814815
"[930]" "{금요일,안전,참고}" "=>" "{도움}" 0.129032258064516 0.8 1.18095238095238
"[931]" "{금요일,안전,참고}" "=>" "{기간}" 0.161290322580645 1 1.40909090909091
"[932]" "{금요일,기간,안전}" "=>" "{참고}" 0.161290322580645 1 1.63157894736842
"[933]" "{금요일,안전,참고}" "=>" "{오늘}" 0.161290322580645 1 1.14814814814815
"[934]" "{금요일,안전,참고}" "=>" "{신청}" 0.161290322580645 1 1.06896551724138
